CONCEPT	escalator	falcon	fan_(appliance)	faucet	fawn	fence	finch	flamingo	flea	flute	football	fork	fox	freezer	fridge	frog	garage	garlic	gate	giraffe	gloves	goat	goldfish	goose	gopher	gorilla	gown	grape	grapefruit	grasshopper	grater	grenade	groundhog	guitar	gun	guppy	hammer	hamster	hare	harmonica	harp	harpoon	harpsichord	hatchet	hawk	helicopter	helmet	hoe	honeydew	hook	hornet	horse	hose	hose_(leggings)	house	housefly	hut	hyena	iguana	inn	jacket	jar	jeans	jeep	jet	kettle	key	keyboard_(musical)	kite	knife	ladle	lamb	lamp	lantern	lemon	leopard	leotards	lettuce	level	lime	limousine	lion	lobster	machete	mackerel	magazine	mandarin	marble	mat	medal	menu	microscope	microwave	mink	mink_(coat)	minnow	mirror	missile	mittens	mixer	mole_(animal)	moose	moth	motorcycle	mouse	mouse_(computer)	mug	mushroom	muzzle	napkin	necklace	nectarine	nightgown	nightingale	nylons	oak	octopus	olive	onions	orange	oriole	ostrich	otter	oven	owl	ox	paintbrush	pajamas	pan	panther	pants	parakeet	parka	parsley	partridge	peach	peacock	pear	pearl	peas	peg	pelican	pen	pencil	penguin	pepper	perch	pheasant	piano	pickle	pie	pier	pig	pigeon	pillow	pin	pine	pineapple	pipe_(plumbing)	pipe_(smoking)	pistol	plate	platypus	pliers	plug_(electric)	plum	pony	porcupine	pot	potato	projector	prune	pumpkin	pyramid	python	rabbit	raccoon	racquet	radio	radish	raft	raisin	rake	raspberry	rat	rattle	rattlesnake	raven	razor	revolver	rhubarb	rice	rifle	ring_(jewelry)	robe	robin	rock	rocker	rocket	rooster
cake	0.000	0.000	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.106	0.000	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.073	0.030	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.136	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.068	0.000	0.000	0.000	0.000	0.000	0.119	0.000	0.000	0.000	0.000	0.162	0.000	0.036	0.000	0.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.092	0.000	0.000	0.000	0.095	0.000	0.000	0.000	0.000	0.081	0.073	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.090	0.047	0.130	0.000	0.152	0.000	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.137	0.098	0.000	0.149	0.397	0.000	0.024	0.000	0.000	0.000	0.000	0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.137	0.000	0.000	0.000	0.116	0.000	0.050	0.000	0.000	0.000	0.051	0.000	0.000	0.000	0.000	0.000	0.119	0.000	0.177	0.000	0.000	0.000	0.000	0.000	0.000	0.071	0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040
calf	0.000	0.042	0.000	0.000	0.252	0.000	0.106	0.047	0.134	0.031	0.000	0.000	0.328	0.000	0.000	0.053	0.000	0.041	0.000	0.167	0.000	0.332	0.120	0.081	0.333	0.123	0.000	0.049	0.017	0.056	0.031	0.045	0.296	0.000	0.000	0.101	0.000	0.274	0.168	0.054	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.298	0.000	0.000	0.042	0.073	0.146	0.323	0.145	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.072	0.000	0.000	0.000	0.000	0.247	0.000	0.000	0.000	0.234	0.000	0.067	0.000	0.039	0.000	0.132	0.159	0.000	0.021	0.000	0.051	0.086	0.045	0.000	0.000	0.000	0.000	0.272	0.000	0.181	0.000	0.000	0.000	0.000	0.271	0.203	0.042	0.000	0.257	0.068	0.000	0.082	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.119	0.052	0.000	0.000	0.000	0.000	0.182	0.000	0.068	0.331	0.000	0.000	0.000	0.204	0.000	0.024	0.000	0.031	0.073	0.019	0.117	0.045	0.058	0.111	0.074	0.062	0.000	0.000	0.102	0.000	0.173	0.125	0.000	0.049	0.061	0.000	0.380	0.069	0.000	0.103	0.000	0.000	0.000	0.000	0.052	0.000	0.204	0.000	0.000	0.104	0.411	0.337	0.000	0.022	0.000	0.059	0.000	0.000	0.044	0.252	0.280	0.000	0.000	0.084	0.000	0.124	0.000	0.089	0.199	0.000	0.115	0.071	0.000	0.000	0.040	0.125	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.252
camel	0.000	0.056	0.000	0.000	0.196	0.000	0.000	0.042	0.000	0.000	0.066	0.000	0.231	0.021	0.022	0.096	0.019	0.000	0.000	0.162	0.000	0.186	0.035	0.070	0.280	0.177	0.000	0.000	0.014	0.039	0.000	0.000	0.284	0.000	0.000	0.000	0.000	0.179	0.132	0.000	0.029	0.000	0.016	0.000	0.029	0.018	0.000	0.000	0.000	0.000	0.015	0.306	0.000	0.000	0.023	0.037	0.000	0.219	0.129	0.000	0.000	0.000	0.000	0.000	0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.084	0.000	0.000	0.000	0.190	0.000	0.000	0.000	0.000	0.014	0.158	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.155	0.066	0.037	0.000	0.000	0.000	0.000	0.171	0.275	0.045	0.016	0.094	0.000	0.020	0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.056	0.090	0.000	0.000	0.000	0.000	0.070	0.229	0.000	0.099	0.326	0.000	0.000	0.000	0.125	0.044	0.000	0.026	0.000	0.042	0.000	0.090	0.000	0.000	0.000	0.000	0.083	0.000	0.000	0.066	0.000	0.037	0.062	0.013	0.000	0.000	0.017	0.167	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.223	0.000	0.000	0.000	0.199	0.261	0.000	0.050	0.000	0.000	0.025	0.049	0.060	0.138	0.175	0.000	0.000	0.000	0.018	0.061	0.000	0.000	0.100	0.000	0.130	0.073	0.000	0.000	0.000	0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.036	0.129
camisole	0.000	0.000	0.000	0.000	0.021	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.042	0.043	0.000	0.000	0.073	0.000	0.000	0.024	0.028	0.000	0.056	0.000	0.000	0.368	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.273	0.000	0.000	0.000	0.000	0.000	0.000	0.061	0.000	0.076	0.000	0.000	0.000	0.000	0.089	0.000	0.000	0.000	0.155	0.000	0.000	0.000	0.000	0.160	0.000	0.000	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.034	0.155	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.058	0.000	0.100	0.052	0.000	0.299	0.000	0.283	0.000	0.000	0.000	0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.160	0.000	0.000	0.171	0.000	0.030	0.000	0.000	0.019	0.000	0.057	0.132	0.000	0.000	0.042	0.000	0.000	0.090	0.000	0.000	0.000	0.066	0.000	0.000	0.000	0.000	0.000	0.144	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.161	0.000	0.000	0.158	0.000	0.000	0.024	0.000	0.025
canary	0.000	0.500	0.000	0.000	0.131	0.000	0.776	0.351	0.126	0.029	0.000	0.000	0.062	0.000	0.000	0.079	0.000	0.025	0.000	0.066	0.000	0.104	0.156	0.467	0.094	0.000	0.000	0.035	0.154	0.124	0.029	0.042	0.067	0.000	0.000	0.095	0.000	0.356	0.053	0.050	0.000	0.000	0.000	0.045	0.482	0.000	0.000	0.000	0.049	0.000	0.241	0.065	0.000	0.000	0.040	0.255	0.137	0.000	0.086	0.072	0.000	0.000	0.000	0.000	0.133	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.232	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.081	0.042	0.000	0.000	0.000	0.000	0.066	0.000	0.117	0.000	0.035	0.000	0.000	0.111	0.030	0.220	0.000	0.137	0.064	0.000	0.028	0.000	0.000	0.000	0.024	0.000	0.665	0.000	0.000	0.000	0.028	0.057	0.000	0.530	0.318	0.022	0.000	0.375	0.000	0.000	0.000	0.000	0.000	0.052	0.698	0.000	0.000	0.540	0.000	0.412	0.127	0.054	0.135	0.069	0.433	0.000	0.073	0.267	0.000	0.048	0.456	0.000	0.000	0.000	0.000	0.043	0.512	0.000	0.097	0.000	0.140	0.000	0.000	0.049	0.000	0.030	0.000	0.000	0.075	0.149	0.073	0.000	0.000	0.000	0.055	0.000	0.000	0.032	0.089	0.038	0.000	0.000	0.079	0.000	0.153	0.000	0.045	0.088	0.000	0.056	0.482	0.000	0.000	0.000	0.072	0.000	0.000	0.000	0.433	0.000	0.000	0.000	0.281
candle	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.000	0.000	0.032	0.000	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.055	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.022	0.000	0.024	0.000	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.016	0.029	0.000	0.000	0.000	0.000	0.000
cannon	0.060	0.031	0.015	0.033	0.000	0.039	0.000	0.000	0.068	0.032	0.000	0.026	0.000	0.037	0.093	0.000	0.033	0.000	0.059	0.000	0.000	0.000	0.000	0.026	0.000	0.129	0.000	0.000	0.025	0.000	0.058	0.061	0.000	0.000	0.428	0.000	0.098	0.000	0.000	0.050	0.050	0.130	0.028	0.067	0.051	0.127	0.000	0.012	0.000	0.060	0.069	0.068	0.000	0.000	0.040	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.069	0.137	0.026	0.056	0.111	0.000	0.077	0.050	0.039	0.000	0.024	0.000	0.035	0.000	0.000	0.000	0.000	0.091	0.095	0.000	0.113	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.026	0.000	0.000	0.049	0.000	0.000	0.312	0.000	0.062	0.000	0.092	0.000	0.131	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.041	0.132	0.000	0.000	0.045	0.036	0.000	0.020	0.000	0.079	0.000	0.000	0.048	0.141	0.000	0.025	0.046	0.000	0.000	0.000	0.023	0.000	0.039	0.000	0.052	0.047	0.019	0.000	0.102	0.157	0.000	0.000	0.107	0.000	0.000	0.030	0.000	0.000	0.000	0.060	0.000	0.000	0.061	0.000	0.396	0.000	0.000	0.051	0.019	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.043	0.084	0.034	0.000	0.095	0.013	0.000	0.000	0.000	0.053	0.035	0.000	0.000	0.000	0.000	0.121	0.033	0.143	0.000	0.000	0.429	0.014	0.000	0.000	0.120	0.000	0.157	0.000
canoe	0.000	0.000	0.000	0.000	0.000	0.148	0.000	0.000	0.000	0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.049	0.000	0.154	0.000	0.000	0.000	0.000	0.000	0.000	0.064	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.102	0.000	0.000	0.031	0.000	0.000	0.000	0.042	0.038	0.057	0.000	0.000	0.022	0.000	0.015	0.000	0.000	0.000	0.021	0.084	0.000	0.067	0.000	0.132	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.038	0.000	0.067	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.059	0.000	0.050	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.055	0.000	0.015	0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.088	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.197	0.000	0.069	0.150	0.000	0.000	0.000	0.000	0.074	0.000	0.000	0.151	0.000	0.000	0.000	0.030	0.000	0.000	0.047	0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.056	0.000	0.000	0.045	0.000	0.000	0.428	0.000	0.136	0.000	0.000	0.000	0.055	0.000	0.000	0.000	0.016	0.000	0.021	0.000	0.044	0.000	0.000	0.157	0.035	0.000
cantaloupe	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.064	0.000	0.022	0.000	0.000	0.070	0.000	0.000	0.000	0.000	0.471	0.372	0.000	0.000	0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.806	0.000	0.000	0.000	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.382	0.000	0.000	0.000	0.000	0.362	0.000	0.000	0.027	0.000	0.000	0.000	0.756	0.184	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.719	0.000	0.000	0.000	0.000	0.000	0.085	0.095	0.645	0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.000	0.000	0.014	0.000	0.650	0.000	0.451	0.151	0.104	0.073	0.000	0.069	0.000	0.000	0.000	0.013	0.000	0.000	0.268	0.162	0.000	0.000	0.000	0.000	0.000	0.000	0.584	0.160	0.000	0.000	0.206	0.000	0.000	0.000	0.612	0.000	0.000	0.054	0.060	0.000	0.485	0.370	0.000	0.000	0.000	0.000	0.043	0.000	0.052	0.000	0.356	0.000	0.478	0.000	0.040	0.000	0.000	0.000	0.000	0.098	0.042	0.000	0.137	0.000	0.000	0.000	0.000	0.064	0.000
cap_(bottle)	0.080	0.000	0.048	0.104	0.075	0.123	0.156	0.000	0.197	0.146	0.054	0.133	0.059	0.000	0.000	0.000	0.000	0.039	0.184	0.000	0.000	0.000	0.119	0.000	0.123	0.000	0.000	0.120	0.084	0.051	0.228	0.191	0.105	0.000	0.086	0.149	0.064	0.173	0.047	0.238	0.000	0.151	0.000	0.282	0.000	0.065	0.098	0.037	0.166	0.244	0.000	0.000	0.151	0.000	0.063	0.108	0.215	0.000	0.000	0.114	0.000	0.037	0.000	0.000	0.038	0.122	0.282	0.000	0.066	0.052	0.261	0.000	0.000	0.075	0.000	0.000	0.000	0.000	0.000	0.058	0.000	0.000	0.000	0.138	0.000	0.000	0.143	0.372	0.067	0.121	0.061	0.081	0.000	0.104	0.000	0.184	0.000	0.076	0.000	0.000	0.175	0.000	0.062	0.000	0.151	0.171	0.000	0.044	0.000	0.000	0.000	0.160	0.000	0.000	0.000	0.000	0.000	0.044	0.066	0.131	0.000	0.000	0.000	0.062	0.000	0.000	0.000	0.000	0.239	0.000	0.000	0.035	0.000	0.000	0.000	0.087	0.000	0.000	0.287	0.265	0.492	0.000	0.277	0.000	0.043	0.000	0.076	0.000	0.000	0.092	0.171	0.000	0.000	0.000	0.000	0.342	0.000	0.000	0.467	0.000	0.140	0.320	0.000	0.159	0.138	0.211	0.126	0.114	0.221	0.000	0.000	0.086	0.098	0.000	0.000	0.067	0.060	0.098	0.000	0.194	0.046	0.154	0.110	0.070	0.045	0.135	0.000	0.000	0.104	0.100	0.000	0.168	0.038	0.225	0.000	0.036	0.000	0.000	0.215	0.000
cap_(hat)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.207	0.000	0.000	0.000	0.000	0.000	0.000	0.099	0.030	0.000	0.000	0.000	0.000	0.000	0.128	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.103	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.000	0.083	0.000	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.068	0.000	0.000	0.127	0.000	0.160	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.111	0.000	0.000	0.000	0.000	0.000
cape	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.069	0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.136	0.000	0.000	0.000	0.000	0.273	0.401	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.134	0.000	0.000	0.000	0.000	0.000	0.054	0.000	0.000	0.044	0.000	0.239	0.131	0.000	0.081	0.000	0.000	0.000	0.000	0.192	0.000	0.104	0.000	0.000	0.000	0.000	0.112	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.181	0.000	0.000	0.000	0.248	0.000	0.000	0.113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.000	0.000	0.067	0.192	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.062	0.092	0.000	0.264	0.000	0.000	0.000	0.000	0.133	0.000	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.084	0.061	0.000	0.142	0.258	0.000	0.095	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.166	0.058	0.104	0.159	0.000	0.000	0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.168	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.198	0.000	0.096	0.000	0.000	0.000	0.000	0.054	0.072	0.000	0.000	0.000	0.196	0.105	0.000	0.051	0.055	0.000	0.075	0.000	0.372	0.000	0.000	0.000	0.124	0.000
car	0.000	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.046	0.025	0.066	0.000	0.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.069	0.016	0.000	0.025	0.000	0.000	0.093	0.000	0.048	0.124	0.037	0.000	0.040	0.000	0.000	0.033	0.000	0.025	0.313	0.331	0.000	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.043	0.000	0.000	0.000	0.210	0.000	0.039	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.035	0.087	0.057	0.160	0.000	0.000	0.074	0.000	0.000	0.000	0.000	0.000	0.433	0.000	0.000	0.000	0.000	0.000	0.027	0.041	0.000	0.020	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.062	0.025	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.064	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.089	0.018	0.000	0.000	0.000	0.111	0.000
card_(greeting)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.280	0.000	0.041	0.000	0.000	0.157	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.000	0.000	0.332	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.081	0.000	0.000	0.000	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
caribou	0.000	0.105	0.000	0.000	0.355	0.000	0.000	0.062	0.000	0.000	0.025	0.000	0.526	0.059	0.059	0.117	0.053	0.000	0.000	0.215	0.000	0.359	0.052	0.141	0.406	0.323	0.000	0.000	0.039	0.038	0.000	0.000	0.328	0.000	0.000	0.000	0.000	0.265	0.314	0.000	0.080	0.000	0.045	0.000	0.081	0.000	0.000	0.000	0.000	0.000	0.041	0.382	0.000	0.000	0.063	0.056	0.000	0.394	0.110	0.000	0.000	0.000	0.000	0.000	0.113	0.000	0.000	0.000	0.000	0.000	0.000	0.167	0.000	0.000	0.000	0.345	0.000	0.000	0.000	0.000	0.037	0.353	0.163	0.000	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.401	0.025	0.055	0.000	0.015	0.000	0.000	0.186	0.806	0.017	0.026	0.172	0.000	0.055	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.066	0.162	0.000	0.000	0.000	0.000	0.106	0.320	0.000	0.104	0.560	0.000	0.000	0.000	0.242	0.043	0.000	0.072	0.000	0.122	0.000	0.150	0.000	0.000	0.000	0.000	0.157	0.000	0.000	0.097	0.000	0.212	0.254	0.035	0.000	0.000	0.048	0.252	0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.324	0.000	0.000	0.000	0.219	0.340	0.000	0.019	0.000	0.000	0.068	0.134	0.113	0.273	0.257	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.180	0.000	0.066	0.120	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.013	0.000	0.000	0.130	0.190
carpet	0.000	0.000	0.021	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.112	0.000	0.018	0.000	0.000	0.000	0.000	0.077	0.000	0.058	0.000	0.000	0.000	0.000	0.000	0.091	0.000	0.000	0.053	0.039	0.000	0.000	0.000	0.135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.114	0.136	0.000	0.000	0.000	0.000	0.061	0.181	0.000	0.017	0.000	0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.110	0.000	0.000	0.111	0.000	0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.000	0.058	0.089	0.000	0.000	0.000	0.034	0.107	0.057	0.000	0.000	0.000	0.000	0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.175	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.102	0.000	0.000	0.000	0.000	0.000
